buy_order,sell_order,trade_type,price,quantity,timestamp
BUY-1763965650523-002433,SELL-1763965655402-006794,FOREX,5.01,606,2026-01-20 12:12:12.550676
BUY-1763965650527-005261,SELL-1763965655402-006794,FOREX,5.01,229,2026-01-20 12:12:12.550679
BUY-1763965650527-005261,SELL-1763965655401-005796,FOREX,1.34,455,2026-01-20 12:12:12.550694
BUY-1763965650528-006284,SELL-1763965655401-005796,FOREX,1.34,433,2026-01-20 12:12:12.550698
BUY-1763965650528-006284,SELL-1763965655397-003987,FOREX,3.44,375,2026-01-20 12:12:12.550736
BUY-1763965650521-001596,SELL-1763965655398-004340,EQUITY,78.97,47,2026-01-20 12:12:12.550750
BUY-1763965650529-007343,SELL-1763965655398-004340,EQUITY,78.97,495,2026-01-20 12:12:12.550753
BUY-1763965650529-007343,SELL-1763965655399-004978,EQUITY,110.04,66,2026-01-20 12:12:12.550755
BUY-1763965650518-000067,SELL-1763965655390-000241,FOREX,3.0,65,2026-01-20 12:12:12.550767
BUY-1763965650524-003595,SELL-1763965655390-000241,FOREX,3.0,41,2026-01-20 12:12:12.550770
BUY-1763965650524-003595,SELL-1763965655397-003987,FOREX,3.44,283,2026-01-20 12:12:12.550773
BUY-1763965650524-003595,SELL-1763965655400-005307,FOREX,3.47,323,2026-01-20 12:12:12.550792
BUY-1763965650525-004111,SELL-1763965655396-003466,EQUITY,52.51,148,2026-01-20 12:12:12.550840
BUY-1763965650524-003595,SELL-1763965655398-004011,FOREX,1.05,63,2026-01-20 12:12:12.550847
BUY-1763965650527-005665,SELL-1763965655398-004011,FOREX,1.05,480,2026-01-20 12:12:12.550850
BUY-1763965650527-005313,SELL-1763965655398-004011,FOREX,1.05,38,2026-01-20 12:12:12.550853
BUY-1763965650525-003767,SELL-1763965655398-004011,FOREX,1.05,206,2026-01-20 12:12:12.550856
BUY-1763965650525-003767,SELL-1763965655395-002951,FOREX,1.91,458,2026-01-20 12:12:12.550926
BUY-1763965650522-002163,SELL-1763965655395-002951,FOREX,1.91,77,2026-01-20 12:12:12.550929
BUY-1763965650522-002163,SELL-1763965655402-006500,FOREX,5.07,336,2026-01-20 12:12:12.550932
BUY-1763965650522-002163,SELL-1763965655402-006622,FOREX,4.34,467,2026-01-20 12:12:12.550953
BUY-1763965650529-006645,SELL-1763965655402-006622,FOREX,4.34,230,2026-01-20 12:12:12.550956
BUY-1763965650520-000921,SELL-1763965655402-006622,FOREX,4.34,57,2026-01-20 12:12:12.550959
BUY-1763965650520-000921,SELL-1763965655390-000208,FOREX,3.0,43,2026-01-20 12:12:12.550974
BUY-1763965650529-007294,SELL-1763965655390-000208,FOREX,3.0,16,2026-01-20 12:12:12.550977
BUY-1763965650529-007294,SELL-1763965655403-007239,FOREX,1.6,187,2026-01-20 12:12:12.550995
BUY-1763965650529-007294,SELL-1763965655393-001760,FOREX,3.47,261,2026-01-20 12:12:12.551028
BUY-1763965650520-000801,SELL-1763965655393-001760,FOREX,3.47,128,2026-01-20 12:12:12.551031
BUY-1763965650522-001674,SELL-1763965655393-001760,FOREX,3.47,223,2026-01-20 12:12:12.551034
BUY-1763965650521-001239,SELL-1763965655393-001760,FOREX,3.47,24,2026-01-20 12:12:12.551037
BUY-1763965650521-001239,SELL-1763965655395-002492,FOREX,3.1,15,2026-01-20 12:12:12.551077
BUY-1763965650521-001239,SELL-1763965655393-001849,FOREX,5.19,82,2026-01-20 12:12:12.551093
BUY-1763965650521-001239,SELL-1763965655391-000433,FOREX,2.0,78,2026-01-20 12:12:12.551105
BUY-1763965650521-001239,SELL-1763965655390-000294,FOREX,3.5,80,2026-01-20 12:12:12.551151
BUY-1763965650521-001239,SELL-1763965655394-002123,FOREX,4.11,30,2026-01-20 12:12:12.551180
BUY-1763965650529-007257,SELL-1763965655394-002123,FOREX,4.11,51,2026-01-20 12:12:12.551184
BUY-1763965650529-006829,SELL-1763965655394-002123,FOREX,4.11,117,2026-01-20 12:12:12.551187
BUY-1763965650529-006829,SELL-1763965655400-005552,FOREX,6.06,58,2026-01-20 12:12:12.551189
BUY-1763965650529-006829,SELL-1763965655403-007009,FOREX,5.86,2,2026-01-20 12:12:12.551191
BUY-1763965650522-002240,SELL-1763965655403-007009,FOREX,5.86,90,2026-01-20 12:12:12.551194
BUY-1763965650524-003364,SELL-1763965655393-001640,FOREX,2.23,480,2026-01-20 12:12:12.551203
BUY-1763965650528-005808,SELL-1763965655393-001640,FOREX,2.23,185,2026-01-20 12:12:12.551207
BUY-1763965650528-005808,SELL-1763965655394-002399,FOREX,6.26,48,2026-01-20 12:12:12.551209
BUY-1763965650528-005808,SELL-1763965655403-007009,FOREX,5.86,284,2026-01-20 12:12:12.551211
BUY-1763965650528-005808,SELL-1763965655396-003218,FOREX,1.33,137,2026-01-20 12:12:12.551292
BUY-1763965650525-003838,SELL-1763965655396-003218,FOREX,1.33,438,2026-01-20 12:12:12.551300
BUY-1763965650528-005977,SELL-1763965655396-003218,FOREX,1.33,42,2026-01-20 12:12:12.551305
BUY-1763965650528-005977,SELL-1763965655393-001651,FOREX,5.23,467,2026-01-20 12:12:12.551308
BUY-1763965650528-005977,SELL-1763965655402-006783,FOREX,4.38,45,2026-01-20 12:12:12.551320
BUY-1763965650523-002830,SELL-1763965655402-006783,FOREX,4.38,487,2026-01-20 12:12:12.551325
BUY-1763965650523-002830,SELL-1763965655398-004364,FOREX,4.52,367,2026-01-20 12:12:12.551329
BUY-1763965650526-004544,SELL-1763965655394-002294,FOREX,2.32,647,2026-01-20 12:12:12.551357
BUY-1763965650526-004544,SELL-1763965655390-000148,FOREX,2.0,91,2026-01-20 12:12:12.551402
BUY-1763965650526-004544,SELL-1763965655391-000748,FOREX,2.71,139,2026-01-20 12:12:12.551498
BUY-1763965650523-002819,SELL-1763965655391-000748,FOREX,2.71,661,2026-01-20 12:12:12.551504
BUY-1763965650523-002819,SELL-1763965655395-002505,FOREX,1.99,24,2026-01-20 12:12:12.551521
BUY-1763965650523-002954,SELL-1763965655395-002505,FOREX,1.99,317,2026-01-20 12:12:12.551526
BUY-1763965650523-002606,SELL-1763965655395-002505,FOREX,1.99,345,2026-01-20 12:12:12.551542
BUY-1763965650523-002606,SELL-1763965655398-004364,FOREX,4.52,6,2026-01-20 12:12:12.551546
BUY-1763965650521-001572,SELL-1763965655398-004364,FOREX,4.52,10,2026-01-20 12:12:12.551550
BUY-1763965650529-007253,SELL-1763965655398-004364,FOREX,4.52,610,2026-01-20 12:12:12.551555
BUY-1763965650529-007253,SELL-1763965655397-003892,FOREX,4.27,230,2026-01-20 12:12:12.551566
BUY-1763965650520-000691,SELL-1763965655397-003892,FOREX,4.27,487,2026-01-20 12:12:12.551571
BUY-1763965650528-006147,SELL-1763965655397-003892,FOREX,4.27,163,2026-01-20 12:12:12.551576
BUY-1763965650528-006147,SELL-1763965655393-001637,FOREX,5.19,251,2026-01-20 12:12:12.551580
BUY-1763965650521-001491,SELL-1763965655392-001358,CRYPTO,100.26,142,2026-01-20 12:12:12.551591
BUY-1763965650528-006147,SELL-1763965655391-000815,FOREX,2.59,440,2026-01-20 12:12:12.551627
BUY-1763965650521-001550,SELL-1763965655391-000815,FOREX,2.59,208,2026-01-20 12:12:12.551632
BUY-1763965650521-001428,SELL-1763965655391-000815,FOREX,2.59,100,2026-01-20 12:12:12.551637
BUY-1763965650521-001428,SELL-1763965655392-001212,FOREX,5.91,362,2026-01-20 12:12:12.551641
BUY-1763965650521-001091,SELL-1763965655392-001212,FOREX,5.91,536,2026-01-20 12:12:12.551645
BUY-1763965650521-001091,SELL-1763965655391-000519,FOREX,3.49,423,2026-01-20 12:12:12.551683
BUY-1763965650523-002357,SELL-1763965655391-000519,FOREX,3.49,461,2026-01-20 12:12:12.551688
BUY-1763965650523-002357,SELL-1763965655395-002963,FOREX,1.11,292,2026-01-20 12:12:12.551725
BUY-1763965650527-005267,SELL-1763965655395-002963,FOREX,1.11,99,2026-01-20 12:12:12.551731
BUY-1763965650527-005267,SELL-1763965655395-002879,FOREX,4.46,157,2026-01-20 12:12:12.551851
BUY-1763965650526-004654,SELL-1763965655395-002879,FOREX,4.46,366,2026-01-20 12:12:12.551857
BUY-1763965650525-004132,SELL-1763965655395-002879,FOREX,4.46,129,2026-01-20 12:12:12.551861
BUY-1763965650525-004132,SELL-1763965655392-001345,FOREX,6.65,677,2026-01-20 12:12:12.551866
BUY-1763965650525-004132,SELL-1763965655402-006908,FOREX,1.46,67,2026-01-20 12:12:12.551883
BUY-1763965650524-003570,SELL-1763965655402-006908,FOREX,1.46,213,2026-01-20 12:12:12.551888
BUY-1763965650524-003570,SELL-1763965655402-006556,FOREX,3.7,583,2026-01-20 12:12:12.551973
BUY-1763965650524-003570,SELL-1763965655396-003388,FOREX,3.88,156,2026-01-20 12:12:12.552011
BUY-1763965650529-007043,SELL-1763965655396-003388,FOREX,3.88,204,2026-01-20 12:12:12.552016
BUY-1763965650529-007043,SELL-1763965655390-000172,FOREX,2.0,108,2026-01-20 12:12:12.552049
BUY-1763965650529-007043,SELL-1763965655400-005335,FOREX,1.79,280,2026-01-20 12:12:12.552092
BUY-1763965650529-007043,SELL-1763965655401-005772,FOREX,1.07,136,2026-01-20 12:12:12.552148
BUY-1763965650529-007043,SELL-1763965655390-000261,FOREX,3.0,21,2026-01-20 12:12:12.552166
BUY-1763965650529-007043,SELL-1763965655396-003196,FOREX,2.32,146,2026-01-20 12:12:12.552192
BUY-1763965650522-002168,SELL-1763965655396-003196,FOREX,2.32,470,2026-01-20 12:12:12.552198
BUY-1763965650522-002168,SELL-1763965655397-003788,FOREX,2.35,515,2026-01-20 12:12:12.552254
BUY-1763965650524-003256,SELL-1763965655397-003788,FOREX,2.35,28,2026-01-20 12:12:12.552260
BUY-1763965650524-003256,SELL-1763965655400-005521,FOREX,5.54,153,2026-01-20 12:12:12.552265
BUY-1763965650524-003256,SELL-1763965655390-000072,FOREX,3.0,32,2026-01-20 12:12:12.552387
BUY-1763965650524-003256,SELL-1763965655399-004559,FOREX,5.78,82,2026-01-20 12:12:12.552398
BUY-1763965650523-002460,SELL-1763965655402-006886,FOREX,1.21,4,2026-01-20 12:12:12.552456
BUY-1763965650524-003155,SELL-1763965655402-006886,FOREX,1.21,226,2026-01-20 12:12:12.552465
BUY-1763965650524-003155,SELL-1763965655393-001699,FOREX,2.37,199,2026-01-20 12:12:12.552966
BUY-1763965650525-003798,SELL-1763965655393-001699,FOREX,2.37,228,2026-01-20 12:12:12.552976
BUY-1763965650525-004008,SELL-1763965655393-001699,FOREX,2.37,202,2026-01-20 12:12:12.552982
BUY-1763965650525-004008,SELL-1763965655399-004559,FOREX,5.78,440,2026-01-20 12:12:12.552987
BUY-1763965650527-005172,SELL-1763965655399-004559,FOREX,5.78,293,2026-01-20 12:12:12.552992
BUY-1763965650527-005172,SELL-1763965655399-004760,FOREX,2.93,276,2026-01-20 12:12:12.553011
BUY-1763965650527-005172,SELL-1763965655401-005982,FOREX,4.25,194,2026-01-20 12:12:12.553052
BUY-1763965650528-005859,SELL-1763965655401-005982,FOREX,4.25,217,2026-01-20 12:12:12.553058
BUY-1763965650525-003876,SELL-1763965655401-005982,FOREX,4.25,373,2026-01-20 12:12:12.553063
BUY-1763965650528-006465,SELL-1763965655401-005982,FOREX,4.25,137,2026-01-20 12:12:12.553068
BUY-1763965650528-006465,SELL-1763965655402-006881,FOREX,1.22,258,2026-01-20 12:12:12.553080
BUY-1763965650523-002590,SELL-1763965655402-006881,FOREX,1.22,475,2026-01-20 12:12:12.553085
BUY-1763965650523-002590,SELL-1763965655400-005646,FOREX,2.67,154,2026-01-20 12:12:12.553149
BUY-1763965650523-002590,SELL-1763965655392-001408,FOREX,1.16,139,2026-01-20 12:12:12.553175
BUY-1763965650522-002244,SELL-1763965655392-001408,FOREX,1.16,183,2026-01-20 12:12:12.553180
BUY-1763965650522-002244,SELL-1763965655395-002876,FOREX,2.81,185,2026-01-20 12:12:12.553196
BUY-1763965650522-002244,SELL-1763965655395-002811,FOREX,4.34,34,2026-01-20 12:12:12.553259
BUY-1763965650529-006813,SELL-1763965655395-002811,FOREX,4.34,316,2026-01-20 12:12:12.553264
BUY-1763965650529-006813,SELL-1763965655391-000464,FOREX,1.5,28,2026-01-20 12:12:12.553329
BUY-1763965650529-006813,SELL-1763965655400-005196,FOREX,1.09,448,2026-01-20 12:12:12.553348
BUY-1763965650529-006813,SELL-1763965655398-004225,FOREX,4.67,164,2026-01-20 12:12:12.553369
BUY-1763965650525-004210,SELL-1763965655398-004225,FOREX,4.67,301,2026-01-20 12:12:12.553374
BUY-1763965650525-004210,SELL-1763965655399-004742,FOREX,3.29,418,2026-01-20 12:12:12.553405
BUY-1763965650529-007293,SELL-1763965655399-004742,FOREX,3.29,19,2026-01-20 12:12:12.553419
BUY-1763965650529-007293,SELL-1763965655398-004219,FOREX,4.94,226,2026-01-20 12:12:12.553568
BUY-1763965650519-000529,SELL-1763965655398-004219,FOREX,4.94,4,2026-01-20 12:12:12.553575
BUY-1763965650522-001727,SELL-1763965655398-004219,FOREX,4.94,727,2026-01-20 12:12:12.553579
BUY-1763965650522-001727,SELL-1763965655400-005212,FOREX,2.25,168,2026-01-20 12:12:12.553668
BUY-1763965650524-003296,SELL-1763965655400-005212,FOREX,2.25,630,2026-01-20 12:12:12.553672
BUY-1763965650524-003296,SELL-1763965655397-003591,FOREX,3.36,152,2026-01-20 12:12:12.553732
BUY-1763965650523-002461,SELL-1763965655397-003591,FOREX,3.36,476,2026-01-20 12:12:12.553737
BUY-1763965650523-002461,SELL-1763965655402-006779,FOREX,1.87,153,2026-01-20 12:12:12.553749
BUY-1763965650527-005506,SELL-1763965655402-006779,FOREX,1.87,153,2026-01-20 12:12:12.553971
BUY-1763965650527-005506,SELL-1763965655397-003761,FOREX,3.1,49,2026-01-20 12:12:12.554035
BUY-1763965650520-000866,SELL-1763965655397-003761,FOREX,3.1,269,2026-01-20 12:12:12.554042
BUY-1763965650520-000866,SELL-1763965655393-001646,FOREX,3.77,117,2026-01-20 12:12:12.554056
BUY-1763965650527-005463,SELL-1763965655393-001646,FOREX,3.77,91,2026-01-20 12:12:12.554061
BUY-1763965650527-005463,SELL-1763965655398-004467,FOREX,3.49,619,2026-01-20 12:12:12.554085
BUY-1763965650523-002930,SELL-1763965655398-004467,FOREX,3.49,381,2026-01-20 12:12:12.554091
BUY-1763965650523-002930,SELL-1763965655399-005019,FOREX,2.96,426,2026-01-20 12:12:12.554104
BUY-1763965650523-002930,SELL-1763965655397-003550,FOREX,1.52,123,2026-01-20 12:12:12.554150
BUY-1763965650523-002930,SELL-1763965655400-005426,FOREX,3.19,19,2026-01-20 12:12:12.554167
BUY-1763965650522-001647,SELL-1763965655400-005426,FOREX,3.19,633,2026-01-20 12:12:12.554173
BUY-1763965650525-004111,SELL-1763965655394-002158,EQUITY,53.96,500,2026-01-20 12:12:12.554234
BUY-1763965650522-001647,SELL-1763965655402-006660,FOREX,2.1,331,2026-01-20 12:12:12.554299
BUY-1763965650525-004319,SELL-1763965655402-006660,FOREX,2.1,208,2026-01-20 12:12:12.554304
BUY-1763965650525-004319,SELL-1763965655395-002530,FOREX,1.62,434,2026-01-20 12:12:12.554384
BUY-1763965650523-002367,SELL-1763965655395-002530,FOREX,1.62,322,2026-01-20 12:12:12.554390
BUY-1763965650523-002367,SELL-1763965655401-005952,FOREX,1.78,158,2026-01-20 12:12:12.554439
BUY-1763965650523-002367,SELL-1763965655401-006222,FOREX,4.54,223,2026-01-20 12:12:12.554451
BUY-1763965650527-005697,SELL-1763965655403-007289,FOREX,1.76,555,2026-01-20 12:12:12.554475
BUY-1763965650527-005697,SELL-1763965655401-005758,FOREX,3.15,241,2026-01-20 12:12:12.554494
BUY-1763965650520-000971,SELL-1763965655401-005758,FOREX,3.15,255,2026-01-20 12:12:12.554499
BUY-1763965650520-000971,SELL-1763965655401-006222,FOREX,4.54,161,2026-01-20 12:12:12.554503
BUY-1763965650520-000971,SELL-1763965655392-001315,FOREX,3.47,107,2026-01-20 12:12:12.554539
BUY-1763965650519-000304,SELL-1763965655392-001315,FOREX,3.47,57,2026-01-20 12:12:12.554553
BUY-1763965650524-003431,SELL-1763965655392-001315,FOREX,3.47,596,2026-01-20 12:12:12.554562
BUY-1763965650529-007470,SELL-1763965655392-001315,FOREX,3.47,238,2026-01-20 12:12:12.554567
BUY-1763965650529-007470,SELL-1763965655397-003627,FOREX,1.36,439,2026-01-20 12:12:12.554960
BUY-1763965650528-006327,SELL-1763965655397-003627,FOREX,1.36,160,2026-01-20 12:12:12.554967
BUY-1763965650529-007255,SELL-1763965655397-003627,FOREX,1.36,33,2026-01-20 12:12:12.554971
BUY-1763965650525-003973,SELL-1763965655397-003627,FOREX,1.36,88,2026-01-20 12:12:12.554974
BUY-1763965650525-003973,SELL-1763965655403-007093,FOREX,2.33,2,2026-01-20 12:12:12.554982
BUY-1763965650525-003973,SELL-1763965655393-001919,FOREX,5.62,850,2026-01-20 12:12:12.554985
BUY-1763965650526-004580,SELL-1763965655394-002154,FOREX,1.82,431,2026-01-20 12:12:12.555154
BUY-1763965650521-001069,SELL-1763965655394-002154,FOREX,1.82,178,2026-01-20 12:12:12.555161
BUY-1763965650528-006033,SELL-1763965655394-002154,FOREX,1.82,331,2026-01-20 12:12:12.555165
BUY-1763965650528-006033,SELL-1763965655395-002585,FOREX,1.4,170,2026-01-20 12:12:12.555222
BUY-1763965650528-005938,SELL-1763965655395-002585,FOREX,1.4,105,2026-01-20 12:12:12.555226
BUY-1763965650529-006963,SELL-1763965655395-002585,FOREX,1.4,600,2026-01-20 12:12:12.555229
BUY-1763965650525-004189,SELL-1763965655395-002585,FOREX,1.4,31,2026-01-20 12:12:12.555232
BUY-1763965650525-004189,SELL-1763965655402-006499,FOREX,1.26,133,2026-01-20 12:12:12.555239
BUY-1763965650527-005192,SELL-1763965655402-006499,FOREX,1.26,631,2026-01-20 12:12:12.555242
BUY-1763965650527-005192,SELL-1763965655403-007130,FOREX,3.21,71,2026-01-20 12:12:12.555252
BUY-1763965650523-002330,SELL-1763965655403-007130,FOREX,3.21,578,2026-01-20 12:12:12.555257
BUY-1763965650520-000803,SELL-1763965655403-007130,FOREX,3.21,136,2026-01-20 12:12:12.555261
BUY-1763965650519-000516,SELL-1763965655403-007130,FOREX,3.21,71,2026-01-20 12:12:12.555266
BUY-1763965650519-000516,SELL-1763965655401-006239,FOREX,2.99,395,2026-01-20 12:12:12.555297
BUY-1763965650519-000516,SELL-1763965655394-001964,FOREX,3.91,48,2026-01-20 12:12:12.555343
BUY-1763965650525-004299,SELL-1763965655394-001964,FOREX,3.91,452,2026-01-20 12:12:12.555346
BUY-1763965650522-001856,SELL-1763965655394-001964,FOREX,3.91,367,2026-01-20 12:12:12.555349
BUY-1763965650522-001856,SELL-1763965655400-005525,FOREX,3.74,550,2026-01-20 12:12:12.555647
BUY-1763965650521-001325,SELL-1763965655400-005525,FOREX,3.74,138,2026-01-20 12:12:12.555658
BUY-1763965650521-001325,SELL-1763965655399-004776,FOREX,1.94,307,2026-01-20 12:12:12.555673
BUY-1763965650525-003705,SELL-1763965655399-004776,FOREX,1.94,179,2026-01-20 12:12:12.555679
BUY-1763965650525-003705,SELL-1763965655393-001581,FOREX,3.33,190,2026-01-20 12:12:12.555735
BUY-1763965650529-007452,SELL-1763965655393-001581,FOREX,3.33,10,2026-01-20 12:12:12.555741
BUY-1763965650529-007452,SELL-1763965655401-006172,FOREX,2.17,398,2026-01-20 12:12:12.555796
BUY-1763965650529-007452,SELL-1763965655394-002198,FOREX,4.2,48,2026-01-20 12:12:12.555802
BUY-1763965650529-007467,SELL-1763965655394-002198,FOREX,4.2,807,2026-01-20 12:12:12.555807
BUY-1763965650529-007467,SELL-1763965655403-007050,FOREX,4.33,152,2026-01-20 12:12:12.555934
BUY-1763965650526-004861,SELL-1763965655403-007050,FOREX,4.33,161,2026-01-20 12:12:12.555942
BUY-1763965650523-002291,SELL-1763965655403-007050,FOREX,4.33,93,2026-01-20 12:12:12.555949
BUY-1763965650523-002291,SELL-1763965655392-001094,FOREX,1.06,388,2026-01-20 12:12:12.555977
BUY-1763965650523-002291,SELL-1763965655390-000059,FOREX,2.5,79,2026-01-20 12:12:12.556076
BUY-1763965650529-007381,SELL-1763965655390-000059,FOREX,2.5,15,2026-01-20 12:12:12.556085
BUY-1763965650529-007381,SELL-1763965655390-000162,FOREX,3.5,20,2026-01-20 12:12:12.556114
BUY-1763965650529-007381,SELL-1763965655397-003610,FOREX,1.49,573,2026-01-20 12:12:12.556167
BUY-1763965650529-007381,SELL-1763965655391-000777,FOREX,3.55,387,2026-01-20 12:12:12.556199
BUY-1763965650527-005680,SELL-1763965655391-000777,FOREX,3.55,377,2026-01-20 12:12:12.556205
BUY-1763965650527-005680,SELL-1763965655403-007038,FOREX,2.81,491,2026-01-20 12:12:12.556229
BUY-1763965650524-003342,SELL-1763965655403-007038,FOREX,2.81,10,2026-01-20 12:12:12.556235
BUY-1763965650524-003342,SELL-1763965655393-001919,FOREX,5.62,38,2026-01-20 12:12:12.556240
BUY-1763965650524-003342,SELL-1763965655397-003794,FOREX,1.27,87,2026-01-20 12:12:12.556310
BUY-1763965650524-003342,SELL-1763965655393-001507,FOREX,5.86,77,2026-01-20 12:12:12.556315
BUY-1763965650524-003062,SELL-1763965655399-004774,FOREX,2.63,84,2026-01-20 12:12:12.556427
BUY-1763965650527-005190,SELL-1763965655399-004774,FOREX,2.63,709,2026-01-20 12:12:12.556433
BUY-1763965650529-006952,SELL-1763965655399-004774,FOREX,2.63,28,2026-01-20 12:12:12.556439
BUY-1763965650529-006952,SELL-1763965655402-006876,FOREX,4.49,501,2026-01-20 12:12:12.556460
BUY-1763965650521-001476,SELL-1763965655402-006876,FOREX,4.49,118,2026-01-20 12:12:12.556465
BUY-1763965650521-001288,SELL-1763965655395-002476,FOREX,3.14,200,2026-01-20 12:12:12.556479
BUY-1763965650521-001288,SELL-1763965655397-003592,FOREX,1.28,115,2026-01-20 12:12:12.556701
BUY-1763965650523-002691,SELL-1763965655397-003592,FOREX,1.28,58,2026-01-20 12:12:12.556707
BUY-1763965650521-001269,SELL-1763965655397-003592,FOREX,1.28,602,2026-01-20 12:12:12.556712
BUY-1763965650521-001269,SELL-1763965655402-006876,FOREX,4.49,8,2026-01-20 12:12:12.556717
BUY-1763965650528-006402,SELL-1763965655402-006876,FOREX,4.49,127,2026-01-20 12:12:12.556722
BUY-1763965650528-006402,SELL-1763965655393-001551,FOREX,2.02,336,2026-01-20 12:12:12.556769
BUY-1763965650527-005103,SELL-1763965655393-001551,FOREX,2.02,174,2026-01-20 12:12:12.556968
BUY-1763965650527-005103,SELL-1763965655396-003418,FOREX,5.29,200,2026-01-20 12:12:12.557003
BUY-1763965650522-001802,SELL-1763965655396-003418,FOREX,5.29,104,2026-01-20 12:12:12.557009
BUY-1763965650529-007346,SELL-1763965655396-003418,FOREX,5.29,404,2026-01-20 12:12:12.557015
BUY-1763965650524-003145,SELL-1763965655393-001481,FOREX,1.51,174,2026-01-20 12:12:12.557084
BUY-1763965650526-004977,SELL-1763965655393-001481,FOREX,1.51,187,2026-01-20 12:12:12.557093
BUY-1763965650526-004977,SELL-1763965655396-003215,FOREX,2.93,167,2026-01-20 12:12:12.557200
BUY-1763965650528-006341,SELL-1763965655396-003215,FOREX,2.93,378,2026-01-20 12:12:12.557205
BUY-1763965650528-006341,SELL-1763965655399-004924,FOREX,4.58,321,2026-01-20 12:12:12.557210
BUY-1763965650522-001874,SELL-1763965655400-005534,FOREX,1.31,236,2026-01-20 12:12:12.557270
BUY-1763965650527-005389,SELL-1763965655400-005534,FOREX,1.31,29,2026-01-20 12:12:12.557275
BUY-1763965650527-005389,SELL-1763965655390-000056,FOREX,2.5,32,2026-01-20 12:12:12.557462
BUY-1763965650527-005389,SELL-1763965655399-004924,FOREX,4.58,87,2026-01-20 12:12:12.557467
BUY-1763965650529-006638,SELL-1763965655399-004924,FOREX,4.58,506,2026-01-20 12:12:12.557471
BUY-1763965650529-006638,SELL-1763965655393-001507,FOREX,5.86,430,2026-01-20 12:12:12.557475
BUY-1763965650529-006638,SELL-1763965655396-003418,FOREX,5.29,41,2026-01-20 12:12:12.557479
BUY-1763965650527-005678,SELL-1763965655397-003719,FOREX,2.29,270,2026-01-20 12:12:12.557700
BUY-1763965650524-003292,SELL-1763965655397-003719,FOREX,2.29,506,2026-01-20 12:12:12.557711
BUY-1763965650524-003292,SELL-1763965655398-004109,FOREX,4.54,63,2026-01-20 12:12:12.557717
BUY-1763965650524-003292,SELL-1763965655401-006235,FOREX,4.02,107,2026-01-20 12:12:12.557721
BUY-1763965650521-001350,SELL-1763965655401-006235,FOREX,4.02,418,2026-01-20 12:12:12.557727
BUY-1763965650521-001350,SELL-1763965655403-007499,FOREX,4.26,234,2026-01-20 12:12:12.557731
BUY-1763965650528-006456,SELL-1763965655403-007499,FOREX,4.26,251,2026-01-20 12:12:12.557736
BUY-1763965650528-006456,SELL-1763965655400-005205,FOREX,4.54,48,2026-01-20 12:12:12.557749
BUY-1763965650521-001591,SELL-1763965655400-005205,FOREX,4.54,551,2026-01-20 12:12:12.557754
BUY-1763965650521-001491,SELL-1763965655391-000859,CRYPTO,119.8,110,2026-01-20 12:12:12.557807
BUY-1763965650529-006773,SELL-1763965655391-000859,CRYPTO,119.8,15,2026-01-20 12:12:12.557813
BUY-1763965650520-001043,SELL-1763965655391-000859,CRYPTO,119.8,13,2026-01-20 12:12:12.557817
BUY-1763965650524-003293,SELL-1763965655391-000859,CRYPTO,119.8,18,2026-01-20 12:12:12.557821
BUY-1763965650528-006480,SELL-1763965655391-000859,CRYPTO,119.8,22,2026-01-20 12:12:12.557825
BUY-1763965650518-000013,SELL-1763965655391-000859,CRYPTO,119.8,21,2026-01-20 12:12:12.557829
BUY-1763965650526-004645,SELL-1763965655391-000859,CRYPTO,119.8,14,2026-01-20 12:12:12.557833
BUY-1763965650529-006924,SELL-1763965655391-000859,CRYPTO,119.8,55,2026-01-20 12:12:12.557837
BUY-1763965650524-003295,SELL-1763965655391-000859,CRYPTO,119.8,11,2026-01-20 12:12:12.557845
BUY-1763965650521-001255,SELL-1763965655391-000859,CRYPTO,119.8,40,2026-01-20 12:12:12.557849
BUY-1763965650521-001255,SELL-1763965655394-002303,CRYPTO,158.9,8,2026-01-20 12:12:12.557853
BUY-1763965650521-001124,SELL-1763965655394-002303,CRYPTO,158.9,9,2026-01-20 12:12:12.557857
BUY-1763965650529-006927,SELL-1763965655394-002303,CRYPTO,158.9,27,2026-01-20 12:12:12.557862
BUY-1763965650527-005334,SELL-1763965655394-002303,CRYPTO,158.9,18,2026-01-20 12:12:12.557866
BUY-1763965650527-005520,SELL-1763965655394-002303,CRYPTO,158.9,55,2026-01-20 12:12:12.557870
BUY-1763965650520-000821,SELL-1763965655394-002303,CRYPTO,158.9,172,2026-01-20 12:12:12.557873
BUY-1763965650521-001591,SELL-1763965655395-002563,FOREX,4.15,405,2026-01-20 12:12:12.557924
BUY-1763965650528-006137,SELL-1763965655395-002563,FOREX,4.15,391,2026-01-20 12:12:12.557930
BUY-1763965650527-005228,SELL-1763965655402-006762,FOREX,2.71,4,2026-01-20 12:12:12.557960
BUY-1763965650527-005228,SELL-1763965655394-002278,FOREX,1.54,232,2026-01-20 12:12:12.557979
BUY-1763965650527-005228,SELL-1763965655390-000096,FOREX,2.0,39,2026-01-20 12:12:12.558031
BUY-1763965650527-005228,SELL-1763965655402-006944,FOREX,1.58,227,2026-01-20 12:12:12.558095
BUY-1763965650527-005228,SELL-1763965655393-001787,FOREX,2.95,467,2026-01-20 12:12:12.558221
